Generation,Individual,DistanceDifference,StabilityRatio,Fitness
0,1,0.6386270454900995,0.6103092783505155,0.6386270454900995
0,2,0.8409588477614324,0.8206185567010309,0.8409588477614324
0,3,1.4549331770138,0.7257731958762886,1.4549331770138
0,4,0.18966170837989063,0.8618556701030928,0.18966170837989063
0,5,1.5943738287803717,0.7463917525773196,1.5943738287803717
0,6,0.44311850659588614,0.8783505154639175,0.44311850659588614
0,7,1.3376472619992705,0.7896907216494845,1.3376472619992705
0,8,1.4912930729473415,0.44948453608247424,1.4912930729473415
0,9,1.1854336081680727,0.6804123711340206,1.1854336081680727
0,10,0.4458647482798036,0.9628865979381444,0.4458647482798036
0,11,1.1535098274082334,0.7690721649484537,1.1535098274082334
0,12,0.5095378511108085,0.797938144329897,0.5095378511108085
0,13,1.510999466063705,0.7690721649484537,1.510999466063705
0,14,0.5134807609622551,0.4247422680412371,0.5134807609622551
0,15,0.826283909170189,0.6206185567010309,0.826283909170189
0,16,1.0793487657214171,0.7257731958762886,1.0793487657214171
0,17,0.3221674516810995,0.8020618556701031,0.3221674516810995
0,18,0.7926209393755831,0.756701030927835,0.7926209393755831
0,19,0.8183711157919455,0.5175257731958763,0.8183711157919455
0,20,2.267239056110274,0.8907216494845361,2.267239056110274
0,21,0.4704128086286072,0.9278350515463918,0.4704128086286072
0,22,0.3772223989305221,0.9628865979381444,0.3772223989305221
0,23,1.667805051723971,0.33608247422680415,1.667805051723971
0,24,0.6168751724145087,0.7649484536082474,0.6168751724145087
0,25,0.5582354443678074,0.4639175257731959,0.5582354443678074
0,26,0.12871404900963584,0.8247422680412371,0.12871404900963584
0,27,0.2898828616614177,0.911340206185567,0.2898828616614177
0,28,0.8705088213891409,0.3422680412371134,0.8705088213891409
0,29,0.36649704246495546,0.7216494845360825,0.36649704246495546
0,30,0.09143597060009441,0.7917525773195876,0.09143597060009441
0,31,0.8880978224790841,0.8268041237113402,0.8880978224790841
0,32,0.22419679428644337,0.9072164948453608,0.22419679428644337
0,33,2.081390514669287,0.5814432989690722,2.081390514669287
0,34,1.2456493487426137,0.8494845360824742,1.2456493487426137
0,35,1.001802221182988,0.6948453608247422,1.001802221182988
0,36,0.20598286396526908,0.4061855670103093,0.20598286396526908
