Generation,Individual,DistanceDifference,StabilityRatio,Fitness
0,1,2.3456819408064904,0.5917525773195876,2.3456819408064904
0,2,0.16764144850032595,0.9402061855670103,0.16764144850032595
0,3,0.21579376315687893,0.8494845360824742,0.21579376315687893
0,4,0.32321062149144847,0.6268041237113402,0.32321062149144847
0,5,0.18850876167726704,0.5814432989690722,0.18850876167726704
0,6,0.46463866125325465,0.7855670103092783,0.46463866125325465
0,7,1.248398373823857,0.7711340206185567,1.248398373823857
0,8,0.1676915310791499,0.9505154639175257,0.1676915310791499
0,9,0.20588272217326586,0.954639175257732,0.20588272217326586
0,10,0.18261596831689775,0.9855670103092784,0.18261596831689775
0,11,0.08643759608900276,0.8701030927835052,0.08643759608900276
0,12,2.462088891961422,0.5092783505154639,2.462088891961422
0,13,0.7162657558301716,0.3711340206185567,0.7162657558301716
0,14,0.23644962114660054,0.8247422680412371,0.23644962114660054
0,15,3.3652929298084113,0.6412371134020619,3.3652929298084113
0,16,0.7492200703155937,0.5443298969072164,0.7492200703155937
0,17,0.6292464678958665,0.5752577319587628,0.6292464678958665
0,18,0.9056525265555194,0.3979381443298969,0.9056525265555194
0,19,1.381540880267743,0.7298969072164948,1.381540880267743
0,20,0.4086464483347742,0.9216494845360824,0.4086464483347742
0,21,0.4841119922477452,0.777319587628866,0.4841119922477452
0,22,1.275210660805923,0.8164948453608247,1.275210660805923
0,23,1.1867793967126465,0.7195876288659794,1.1867793967126465
0,24,0.553616215331004,0.6989690721649484,0.553616215331004
0,25,0.3593576240359141,0.7154639175257732,0.3593576240359141
0,26,1.3947372948404484,0.5525773195876289,1.3947372948404484
0,27,0.47128297173584144,0.8288659793814434,0.47128297173584144
0,28,0.036974302861146245,0.9360824742268041,0.036974302861146245
0,29,0.529104020197843,0.9463917525773196,0.529104020197843
0,30,0.46227711304076596,0.5030927835051546,0.46227711304076596
0,31,0.6953010907723843,0.7793814432989691,0.6953010907723843
0,32,0.8650341388644649,0.9835051546391752,0.8650341388644649
0,33,0.586740393536647,0.8309278350515464,0.586740393536647
0,34,0.4816486254977242,0.777319587628866,0.4816486254977242
0,35,0.3218176013000161,0.931958762886598,0.3218176013000161
0,36,1.1039331672094463,0.5835051546391753,1.1039331672094463
0,37,0.31388786034368227,0.8680412371134021,0.31388786034368227
0,38,1.079128441836046,0.9587628865979382,1.079128441836046
0,39,2.269432595721873,0.7443298969072165,2.269432595721873
0,40,1.4437152597391023,0.5731958762886598,1.4437152597391023
0,41,0.7535814552029961,0.8618556701030928,0.7535814552029961
0,42,0.800325089229531,0.6144329896907217,0.800325089229531
0,43,0.6716566431279948,0.9608247422680413,0.6716566431279948
0,44,1.0128303019094067,0.2639175257731959,1.0128303019094067
0,45,1.4765168420632344,0.6144329896907217,1.4765168420632344
0,46,0.6083260538058812,0.7505154639175258,0.6083260538058812
0,47,0.32368209774523815,0.7360824742268042,0.32368209774523815
0,48,0.7853222077190918,0.4,0.7853222077190918
0,49,0.07536429865348956,0.8288659793814434,0.07536429865348956
0,50,1.0326107783313814,0.7505154639175258,1.0326107783313814
0,51,0.3082512176624444,0.8474226804123711,0.3082512176624444
0,52,1.5325013367145377,0.5793814432989691,1.5325013367145377
0,53,0.09785965061290415,0.8701030927835052,0.09785965061290415
0,54,0.17980395244642633,0.9381443298969072,0.17980395244642633
0,55,1.1328994154024754,0.5567010309278351,1.1328994154024754
0,56,0.26355303395481633,0.843298969072165,0.26355303395481633
0,57,1.0018313786261142,0.7237113402061855,1.0018313786261142
0,58,0.08749361163688808,0.979381443298969,0.08749361163688808
0,59,0.15377782138781887,0.9835051546391752,0.15377782138781887
0,60,0.5313140733209125,0.5896907216494846,0.5313140733209125
0,61,0.7761535221229547,0.6412371134020619,0.7761535221229547
0,62,0.21044935091107425,0.9360824742268041,0.21044935091107425
0,63,2.3999133778167048,0.6845360824742268,2.3999133778167048
0,64,0.7598442703528919,0.23711340206185566,0.7598442703528919
0,65,1.1830985464790726,0.12989690721649486,1.1830985464790726
0,66,0.309034611849149,0.643298969072165,0.309034611849149
0,67,0.2994841946491103,0.8185567010309278,0.2994841946491103
0,68,0.6313501788592576,0.9134020618556701,0.6313501788592576
0,69,0.8020412045989815,0.4618556701030928,0.8020412045989815
0,70,2.669221575831153,0.21443298969072164,2.669221575831153
0,71,0.3901454210380355,0.7257731958762886,0.3901454210380355
0,72,0.4453868386018823,0.9463917525773196,0.4453868386018823
0,73,0.16504681889336692,0.7855670103092783,0.16504681889336692
0,74,0.11783944562879008,0.4309278350515464,0.11783944562879008
0,75,2.0328859494064595,0.6144329896907217,2.0328859494064595
0,76,1.0175515203090597,0.8020618556701031,1.0175515203090597
0,77,0.3985571939372847,0.9876288659793815,0.3985571939372847
0,78,1.161960169897924,0.3938144329896907,1.161960169897924
0,79,0.49622188652858235,0.49072164948453606,0.49622188652858235
0,80,1.483330637675245,0.33814432989690724,1.483330637675245
0,81,2.078728129999227,0.6907216494845361,2.078728129999227
0,82,0.6690524077134241,0.8845360824742268,0.6690524077134241
0,83,0.4111434320351897,0.979381443298969,0.4111434320351897
0,84,0.639324585052623,0.5443298969072164,0.639324585052623
0,85,1.1719600198552422,0.8412371134020619,1.1719600198552422
0,86,0.84177538639727,0.5525773195876289,0.84177538639727
0,87,0.7108318590681565,0.7628865979381443,0.7108318590681565
0,88,0.12252593390790287,0.9587628865979382,0.12252593390790287
0,89,3.0516201006135972,0.5402061855670103,3.0516201006135972
0,90,0.14189895002211286,0.8515463917525773,0.14189895002211286
0,91,0.4746659184415978,0.8783505154639175,0.4746659184415978
0,92,1.1898953695856445,0.9175257731958762,1.1898953695856445
0,93,0.21900717696920172,0.47216494845360824,0.21900717696920172
0,94,0.8410709090185715,0.7731958762886598,0.8410709090185715
0,95,0.6055990952738884,0.7896907216494845,0.6055990952738884
0,96,0.959493812096291,0.5443298969072164,0.959493812096291
0,97,0.6912679538020685,0.27422680412371137,0.6912679538020685
0,98,0.7615112584424855,0.2,0.7615112584424855
0,99,0.07736994493402645,0.797938144329897,0.07736994493402645
0,100,0.3642595633849545,0.7154639175257732,0.3642595633849545
1,5,0.0809854278020188,0.9257731958762887,0.0809854278020188
1,30,0.93639047337894,0.8989690721649485,0.93639047337894
2,58,0.21418085596031625,0.9360824742268041,0.21418085596031625
2,73,1.4792194006041897,0.38556701030927837,1.4792194006041897
3,90,1.139514944047816,0.6969072164948453,1.139514944047816
3,47,0.6593247123651168,0.7010309278350515,0.6593247123651168
4,27,1.949123918319154,0.8371134020618557,1.949123918319154
4,34,1.0783163370919548,0.5567010309278351,1.0783163370919548
5,32,1.6954398771607395,0.6556701030927835,1.6954398771607395
5,57,2.7217985966465044,0.6783505154639176,2.7217985966465044
6,88,0.28394627549690216,0.24329896907216494,0.28394627549690216
6,4,0.5002096264875071,0.777319587628866,0.5002096264875071
7,66,0.7931496626362274,0.7731958762886598,0.7931496626362274
7,6,1.8800529396797852,0.7422680412371134,1.8800529396797852
8,14,0.313734291105873,0.6288659793814433,0.313734291105873
8,67,2.170237226041193,0.5670103092783505,2.170237226041193
