Generation,Individual,DistanceDifference,StabilityRatio,Fitness
0,1,0.42882455048202733,0.6020618556701031,0.42882455048202733
0,2,0.27703838552446536,0.7175257731958763,0.27703838552446536
0,3,1.5290679428504532,0.32783505154639175,1.5290679428504532
0,4,0.2719535142942336,0.734020618556701,0.2719535142942336
0,5,0.3953855165226789,0.5670103092783505,0.3953855165226789
0,6,0.27801753111535754,0.8474226804123711,0.27801753111535754
0,7,3.83820541894295,0.334020618556701,3.83820541894295
0,8,0.4873432760902788,0.5402061855670103,0.4873432760902788
0,9,1.054907181437827,0.6288659793814433,1.054907181437827
0,10,2.213260234511483,0.7195876288659794,2.213260234511483
0,11,0.5418827515744746,0.5814432989690722,0.5418827515744746
0,12,0.6350847314380168,0.6969072164948453,0.6350847314380168
0,13,0.4741732412840735,0.8783505154639175,0.4741732412840735
0,14,0.39283577391002483,0.9216494845360824,0.39283577391002483
0,15,0.9299824865872822,0.8701030927835052,0.9299824865872822
0,16,1.4544448481531354,0.711340206185567,1.4544448481531354
0,17,0.8457645302127818,0.8742268041237113,0.8457645302127818
0,18,0.12174364883203813,0.9360824742268041,0.12174364883203813
0,19,0.3321090145357123,0.9628865979381444,0.3321090145357123
0,20,0.0598928307711102,0.9917525773195877,0.0598928307711102
0,21,0.24190564640672838,0.6144329896907217,0.24190564640672838
0,22,0.20358261344923034,0.49072164948453606,0.20358261344923034
0,23,1.2528233085601788,0.8268041237113402,1.2528233085601788
0,24,0.07451950009821011,1.0,0.07451950009821011
0,25,0.4474083749566805,0.5917525773195876,0.4474083749566805
0,26,0.46528529181932343,0.44948453608247424,0.46528529181932343
0,27,0.9697838121119811,0.6020618556701031,0.9697838121119811
0,28,0.8081960409580902,0.6329896907216495,0.8081960409580902
0,29,0.11007400702692384,0.6474226804123712,0.11007400702692384
0,30,1.0129502249024889,0.534020618556701,1.0129502249024889
0,31,0.3236513601487773,0.5051546391752577,0.3236513601487773
0,32,2.1799677460985674,0.7938144329896907,2.1799677460985674
0,33,0.1297227199858818,0.8845360824742268,0.1297227199858818
0,34,1.1727825334140687,0.9216494845360824,1.1727825334140687
0,35,0.40424307144200344,0.8618556701030928,0.40424307144200344
0,36,0.6418686528783764,0.334020618556701,0.6418686528783764
0,37,0.12480754888036244,0.7690721649484537,0.12480754888036244
0,38,0.20127953060477727,0.9298969072164949,0.20127953060477727
0,39,0.6083065829897646,0.709278350515464,0.6083065829897646
0,40,0.4700869096132101,0.3670103092783505,0.4700869096132101
0,41,0.290875874527212,0.7835051546391752,0.290875874527212
0,42,0.28234694749375644,0.8969072164948454,0.28234694749375644
0,43,1.1094540547806986,0.7360824742268042,1.1094540547806986
0,44,0.3255254486102223,0.8824742268041237,0.3255254486102223
